F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0015873017255216837,,0.007936508394777775,,0.0008818342466838658,0,42,,0.5760723352432251
0.14858481287956238,,0.1594168096780777,,0.18035200238227844,,0,42,0.6665574312210083,
,0.0,,0.0,,0.0,1,85,,0.5417041778564453
0.0,,0.0,,0.0,,1,85,0.554002046585083,
,0.0,,0.0,,0.0,2,128,,0.5345644950866699
0.0005702183116227388,,0.0009775171056389809,,0.0004072988231200725,,2,128,0.5404102206230164,
,0.07742632925510406,,0.10046297311782837,,0.0684412270784378,3,171,,0.5233585834503174
0.010471070185303688,,0.014011078514158726,,0.008960573002696037,,3,171,0.5202551484107971,
,0.13292011618614197,,0.18452610075473785,,0.13127592206001282,4,214,,0.5134936571121216
0.08111292868852615,,0.10573481768369675,,0.0719289556145668,,4,214,0.4897102415561676,
,0.2326309084892273,,0.33683863282203674,,0.2130846530199051,5,257,,0.5054439306259155
0.17376530170440674,,0.20222385227680206,,0.1677256077528,,5,257,0.45943453907966614,
,0.2739560008049011,,0.3421030640602112,,0.2605431079864502,6,300,,0.5049236416816711
0.23837459087371826,,0.2653552293777466,,0.2345634549856186,,6,300,0.4239184558391571,
,0.28964918851852417,,0.33388450741767883,,0.2862926423549652,7,343,,0.5042475461959839
0.27134954929351807,,0.2924812436103821,,0.2709759473800659,,7,343,0.3962852954864502,
,0.28434228897094727,,0.33180275559425354,,0.2793579399585724,8,386,,0.5120365023612976
0.2865404188632965,,0.30950626730918884,,0.2849870026111603,,8,386,0.37672021985054016,
,0.2866269052028656,,0.34863001108169556,,0.27887919545173645,9,429,,0.505426824092865
0.3028744161128998,,0.3232731223106384,,0.30327466130256653,,9,429,0.3680870234966278,
,0.288593590259552,,0.33190667629241943,,0.2863399088382721,10,430,,0.5077077150344849
